OA LOC name,Gene name,Notes,,,,,
LOC105609347,,DISCONTINUED,,,,,
LOC105609312,LOC105609312,,,,,,
LOC105609161,,DISCONTINUED,,,,,
LOC105609115,LOC105609115,,,,,,
LOC105608947,,DISCONTINUED,,,,,
LOC105608876,LOC105608876,,,,,,
LOC105608837,LOC105608837,,,,,,
LOC105608777,,DISCONTINUED,,,,,
LOC105608654,LOC105608654,,,,,,
LOC105608584,LOC105608584,,,,,,
LOC105608433,LOC105608433,,,,,,
LOC105608010,LOC105608010,,,,,,
LOC105607690,,DISCONTINUED,,,,,
LOC105607652,,DISCONTINUED,,,,,
LOC105607571,,DISCONTINUED,,,,,
LOC105607350,LOC105607350,,,,,,
LOC105606741,LOC105606741,,,,,,
LOC105606717,LOC105606717,,,,,,
LOC105606523,C5,Like gene,,,,,
LOC105606106,LGI4,,,,,,
LOC105606089,CDK18,,,,,,
LOC105606000,ABCB1,,,,,,
LOC105605935,BRSK2,,,,,,
LOC105605772,ABCB4,,,,,,
LOC105605767,LOC105616378,,,,,,
LOC105605640,LOC105605640,,,,,,
LOC105605519,,DISCONTINUED,,,,,
LOC105605371,CLTRN,,,,,,
LOC105605233,LOC105605233,,,,,,
LOC105604553,,DISCONTINUED,,,,,
LOC105604372,,DISCONTINUED,,,,,
LOC105604343,,DISCONTINUED,,,,,
LOC105604254,LOC105604254,,,,,,
LOC105604162,,DISCONTINUED,,,,,
LOC105604063,LOC105604063,,,,,,
LOC105603989,DLG2,,,,,,
LOC105603809,LOC105603809,,,,,,
LOC105603764,,DISCONTINUED,,,,,
LOC105603595,,DISCONTINUED,,,,,
LOC105603225,IFI27L2,,,,,,
LOC105603154,,DISCONTINUED,,,,,
LOC105603109,LOC105603109,,,,,,
LOC105603050,LOC105603050,,,,,,
LOC105602917,,DISCONTINUED,,,,,
LOC105602877,,DISCONTINUED,,,,,
LOC105602783,LOC105602783,,,,,,
LOC105602776,LOC105602776,,,,,,
LOC105602639,,DISCONTINUED,,,,,
LOC105602346,,DISCONTINUED,,,,,
LOC105602189,LOC105602189,,,,,,
LOC105602023,,,,,,,
LOC105601949,GIMAP4,Like gene,,,,,
LOC105601947,MAN2B2,Like gene,,,,,
LOC105601914,,DISCONTINUED,,,,,
LOC105601912,C1R,Like gene,,,,,
LOC105601867,SAA,,,,,,
LOC101123549,INMT,,,,,,
LOC101123289,INMT,,,,,,
LOC101123254,LIPN,,,,,,
LOC101123223,CFHR2,,,,,,
LOC101123194,ADH6,Like gene,,,,,
LOC101123042,,UDP-glucuronosyltransferase 2C1-like,,,,,
LOC101123031,GIMAP4,Like gene,,,,,
LOC101122865,ADH1,Like gene,,,,,
LOC101122521,CYP4F2,Like gene,,,,,
LOC101122246,MOGAT3,,,,,,
LOC101121996,MOGAT3,,,,,,
LOC101121414,APOL3,Like gene,,,,,
LOC101120996,REG1A,,,,,,
LOC101120613,SAA4,,,,,,
LOC101120535,,CYP2C23; rat analog,,,,,
LOC101120204,SAA,,,,,,
LOC101120131,ACSM2B,,,,,,
LOC101120103,SULT2A1,,,,,,
LOC101119895,,protein HP-20 homolog,,,,,
LOC101119842,SULT2A1,,,,,,
LOC101119629,,protein HP-25 homolog 2,,,,,
LOC101119594,SLC22A9,,,,,,
LOC101119509,SERPINA3-8,,,,,,
LOC101119393,UGT2A1,Like gene,,,,,
LOC101119384,,protein HP-25 homolog 1,,,,,
LOC101119346,SLC22A9,Like gene,,,,,
LOC101119087,SLC22A10,Like gene,,,,,
LOC101118829,SLC22A10,Like gene,,,,,
LOC101118571,SLC22A10,Like gene,,,,,
LOC101118447,UGT2B17,Like gene,,,,,
LOC101118441,CYP4F2,,,,,,
LOC101118318,SLC22A10,Like gene,,,,,
LOC101118189,UGT2B17,Like gene,,,,,
LOC101118164,TDH,,,,,,
LOC101118064,SLC22A10,Like gene,,,,,
LOC101117764,UGT2B4,Like gene,,,,,
LOC101117703,IFI27,,,,,,
LOC101117326,CPA1,,,,,,
LOC101117229,MOGAT3,,,,,,
LOC101117146,SPERINA3-7,,,,,,
LOC101116892,SERPINA3-1,,,,,,
LOC101116867,IFI27L2,,,,,,
LOC101116841,CYP7A1,,,,,,
LOC101116729,UGT2B31,,,,,,
LOC101116640,RDH12,,,,,,
LOC101116248,SPLUNC2B,Like gene,,,,,
LOC101115706,C3,,,,,,
LOC101115671,AADAC,,,,,,
LOC101115564,EXOC3L2,,,,,,
LOC101115441,CYP2C19,,,,,,
LOC101114920,CBR1,Like gene,,,,,
LOC101114720,SPLUNC2A,Like gene,,,,,
LOC101114456,C4BPA,Like gene,,,,,
LOC101113997,GIMAP4,Like gene,,,,,
LOC101113771,CCL3,Like gene,,,,,
LOC101113645,CYP4A6,Like gene,,,,,
LOC101113120,CYP4A11,Like gene,,,,,
LOC101112590,HSD17B12,,,,,,
LOC101112559,PRSS2,,,,,,
LOC101112508,,DISCONTINUED,,,,,
LOC101111795,PRSS1,,,,,,
LOC101111190,HAVCR1,Like gene,,,,,
LOC101111083,SERPINA3-6,Like gene,,,,,
LOC101111035,CCL3,Like gene,,,,,
LOC101110727,CYP3A28,,,,,,
LOC101110666,ASCL1,,,,,,
LOC101110502,,DISCONTINUED,,,,,
LOC101110449,UGT3A1,like gene,,,,,
LOC101110177,UGT3A2,,,,,,
LOC101109838,UOX,,,,,,
LOC101109633,,dihydrodiol dehydrogenase 3-like,,,,,
LOC101108575,BHMT2,,,,,,
LOC101108497,FADS2,Like gene,,,,,
LOC101108419,GLYAT,Like gene,,,,,
LOC101107957,SLC23A1,Like gene,,,,,
LOC101107947,APOF,Like gene,,,,,
LOC101107624,BSP5L,,,,,,
LOC101107619,SPLUNC2B,Like gene,,,,,
LOC101107486,,CYP2C31; non-human analog; like gene,,,,,
LOC101107056,CYP2C19,Like gene,,,,,
LOC101106985,,CYP2C21; non-human analog; like gene,,,,,
LOC101106732,,CYP2C26; non-human analog; like gene,,,,,
LOC101106641,CYP2C19,Like gene,,,,,
LOC101106121,CYP4X1,,,,,,
LOC101106065,,DISCONTINUED,,,,,
LOC101105987,,serpin A3-1,,,,,
LOC101105863,CYP3A4,Like gene,,,,,
LOC101105610,CYP3A4,Like gene,,,,,
LOC101104897,RDH16,Like gene,,,,,
LOC101104832,,amine sulfotransferase-like,,,,,
LOC101104669,ACOT1,like gene,,,,,
LOC101104384,TMEM82,,,,,,
LOC101104222,RDH16,Like gene,,,,,
LOC101104054,ABCC4,Like gene,,,,,
LOC101103708,,DISCONTINUED,,,,,
LOC101103517,BTN1A1,Like gene,,,,,
LOC101103439,CYP26A1,,,,,,
LOC101103396,GBA3,,,,,,
LOC101102818,NPN,nephrocan; like gene,,,,,
LOC101102735,C2CD4A,,,,,,
LOC101102731,AFP,Like gene,,,,,
LOC443441,CD1B,,,,,,
LOC443322,,lysozyme 3a precursor,,,,,
LOC106992015,SLC7A3,LIke gene,,,,,
LOC106992001,NINL,,,,,,
LOC106991998,ZDHHC11B,,,,,,
LOC106991994,LOC106991994,,,,,,
LOC106991993,,DISCONTINUED,,,,,
LOC106991948,,DISCONTINUED,,,,,
LOC106991941,,DISCONTINUED,,,,,
LOC106991923,,DISCONTINUED,,,,,
LOC106991908,LOC105604659,,,,,,
LOC106991901,CD19,,,,,,
LOC106991896,SDK1,,,,,,
LOC106991865,,DISCONTINUED,,,,,
LOC106991864,,DISCONTINUED,,,,,
LOC106991846,,DISCONTINUED,,,,,
LOC106991841,KAT5,,,,,,
LOC106991818,LOC106991818,,,,,,
LOC106991816,LOC106991816,,,,,,
LOC106991806,,DISCONTINUED,,,,,
LOC106991784,,CATHL3; cathelicidin-3-like; non-human analog,,,,,
LOC106991782,LOC106991782,,,,,,
LOC106991779,PCBP4,,,,,,
LOC106991713,,DISCONTINUED,,,,,
LOC106991703,,DISCONTINUED,,,,,
LOC106991644,,DISCONTINUED,,,,,
LOC106991631,GLB1L3,,,,,,
LOC106991611,,DISCONTINUED,,,,,
LOC106991596,,,,,,,
LOC106991595,,DISCONTINUED,,,,,
LOC106991561,PPP1R13L,,,,,,
LOC106991550,CHST6,,,,,,
LOC106991547,,DISCONTINUED,,,,,
LOC106991537,ZNF875,,,,,,
LOC106991527,GFRA4,,,,,,
LOC106991526,LOC106991526,,,,,,
LOC106991525,,DISCONTINUED,,,,,
LOC106991522,DZANK1,,,,,,
LOC106991521,,DISCONTINUED,,,,,
LOC106991514,,DISCONTINUED,,,,,
LOC106991505,LAD1,,,,,,
LOC106991482,,DISCONTINUED,,,,,
LOC106991476,,DISCONTINUED,,,,,
LOC106991441,,DISCONTINUED,,,,,
LOC106991400,C11H17orf113,,,,,,
LOC106991396,LGALS9B,Like gene,,,,,
LOC106991393,,DISCONTINUED,,,,,
LOC106991391,,DISCONTINUED,,,,,
LOC106991388,ABCC4,Like gene,,,,,
LOC106991380,,DISCONTINUED,,,,,
LOC106991357,FRY,,,,,,
LOC106991356,,DISCONTINUED,,,,,
LOC106991347,,DISCONTINUED,,,,,
LOC106991343,NINL,,,,,,
LOC106991342,LOC106991342,,,,,,
LOC106991326,,DISCONTINUED,,,,,
LOC106991317,,DISCONTINUED,,,,,
LOC106991294,LOC106991294,,,,,,
LOC106991284,,DISCONTINUED,,,,,
LOC106991234,,DISCONTINUED,,,,,
LOC106991214,ARAP2,,,,,,
LOC106991210,LOC106991210,,,,,,
LOC106991203,,DISCONTINUED,,,,,
LOC106991197,,DISCONTINUED,,,,,
LOC106991190,,DISCONTINUED,,,,,
LOC106991188,RGS14,,,,,,
LOC106991159,PCDHGC4,,,,,,
LOC106991158,PCDHGC4,,,,,,
LOC106991150,,DISCONTINUED,,,,,
LOC106991139,LOC114118304,,,,,,
LOC106991138,,DISCONTINUED,,,,,
LOC106991132,,DISCONTINUED,,,,,
LOC106991131,,DISCONTINUED,,,,,
LOC106991127,,DISCONTINUED,,,,,
LOC106991094,LOC106991094,,,,,,
LOC106991090,,DISCONTINUED,,,,,
LOC106991083,,DISCONTINUED,,,,,
LOC106991071,,DISCONTINUED,,,,,
LOC106991067,,DISCONTINUED,,,,,
LOC106991064,,DISCONTINUED,,,,,
LOC106991056,ST13,Pseudogene,,,,,
LOC106991047,LOC106991047,,,,,,
LOC106991044,,DISCONTINUED,,,,,
LOC106991039,LOC106991039,,,,,,
LOC106991036,,DISCONTINUED,,,,,
LOC106991034,,DISCONTINUED,,,,,
LOC106991031,LOC106991031,,,,,,
LOC106990971,LOC106990971,,,,,,
LOC106990967,,DISCONTINUED,,,,,
LOC106990963,LOC106990963,,,,,,
LOC106990943,,DISCONTINUED,,,,,
LOC106990926,,DISCONTINUED,,,,,
LOC106990909,OBSL1,,,,,,
LOC106990908,OBSL1,,,,,,
LOC106990871,,DISCONTINUED,,,,,
LOC106990870,LOC106990870,,,,,,
LOC106990865,,DISCONTINUED,,,,,
LOC106990852,LOC106990852,,,,,,
LOC106990836,,DISCONTINUED,,,,,
LOC106990833,CCDC30,,,,,,
LOC106990827,,DISCONTINUED,,,,,
LOC106990747,ZNF708,Like gene,,,,,
LOC106990690,LOC114111480,,,,,,
LOC106990633,,DISCONTINUED,,,,,
LOC106990609,,DISCONTINUED,,,,,
LOC106990575,LOC106990575,,,,,,
LOC106990558,,DISCONTINUED,,,,,
LOC106990525,LOC106990525,,,,,,
LOC106990505,,DISCONTINUED,,,,,
LOC106990495,LOC106990495,,,,,,
LOC106990488,,DISCONTINUED,,,,,
LOC106990472,,DISCONTINUED,,,,,
LOC106990471,LOC114110632,,,,,,
LOC106990453,,DISCONTINUED,,,,,
LOC106990432,LOC106990432,,,,,,
LOC106990422,,DISCONTINUED,,,,,
LOC106990385,LOC106990385,,,,,,
LOC106990382,,DISCONTINUED,,,,,
LOC106990378,LOC106990378,,,,,,
LOC106990353,LOC106990353,,,,,,
LOC106990345,,DISCONTINUED,,,,,
LOC106990316,,DISCONTINUED,,,,,
LOC106990284,,DISCONTINUED,,,,,
LOC106990188,,DISCONTINUED,,,,,
LOC106990186,,DISCONTINUED,,,,,
LOC106990184,LOC105606919,,,,,,
LOC106990170,LOC106990170,,,,,,
LOC106990161,NINL,,,,,,
LOC106990155,TRIM5,Like gene,,,,,
LOC106990153,,DISCONTINUED,,,,,
LOC106990149,LOC106990149,,,,,,
LOC106990148,CLDN24,,,,,,
LOC106990141,CSMD1,Like gene,,,,,
LOC106990116,,antigen WC1.1,,,,,
LOC105616902,CCDC61,,,,,,
LOC105616895,ZNF227,,,,,,
LOC105616882,,DISCONTINUED,,,,,
LOC105616880,,DISCONTINUED,,,,,
LOC105616846,ZNF423,,,,,,
LOC105616838,,DISCONTINUED,,,,,
LOC105616833,,DISCONTINUED,,,,,
LOC105616812,LOC105616812,,,,,,
LOC105616794,WFDC10A,Like gene,,,,,
LOC105616743,,DISCONTINUED,,,,,
LOC105616729,,DISCONTINUED,,,,,
LOC105616660,,DISCONTINUED,,,,,
LOC105616610,,DISCONTINUED,,,,,
LOC105616576,LOC105616576,,,,,,
LOC105616520,,DISCONTINUED,,,,,
LOC105616505,,DISCONTINUED,,,,,
LOC105616492,,DISCONTINUED,,,,,
LOC105616457,LOC105616457,,,,,,
LOC105616444,LOC105616444,,,,,,
LOC105616426,,DISCONTINUED,,,,,
LOC105616404,,DISCONTINUED,,,,,
LOC105616400,,DISCONTINUED,,,,,
LOC105616385,,DISCONTINUED,,,,,
LOC105616381,ATG16L1,,,,,,
LOC105616380,LOC105616380,,,,,,
LOC105616335,NTN1,,,,,,
LOC105616285,KFL5,Pseudogene,,,,,
LOC105616222,,DISCONTINUED,,,,,
LOC105616215,ABCC4,Like gene,,,,,
LOC105616214,ABCC4,,,,,,
LOC105616168,,DISCONTINUED,,,,,
LOC105616150,LOC105616150,,,,,,
LOC105616123,,DISCONTINUED,,,,,
LOC105616113,PTP4A3,,,,,,
LOC105616094,,DISCONTINUED,,,,,
LOC105616076,LOC105616076,,,,,,
LOC105616074,,DISCONTINUED,,,,,
LOC105616029,,DISCONTINUED,,,,,
LOC105615982,PLEC,,,,,,
LOC105615953,,DISCONTINUED,,,,,
LOC105615926,,DISCONTINUED,,,,,
LOC105615925,SAMD5,,,,,,
LOC105615790,,DISCONTINUED,,,,,
LOC105615758,,DISCONTINUED,,,,,
LOC105615734,,DISCONTINUED,,,,,
LOC105615726,,DISCONTINUED,,,,,
LOC105615725,,DISCONTINUED,,,,,
LOC105615655,,DISCONTINUED,,,,,
LOC105615614,LHFPL2,,,,,,
LOC105615606,LOC105615606,,,,,,
LOC105615566,,DISCONTINUED,,,,,
LOC105615550,,DISCONTINUED,,,,,
LOC105615546,LOC105615546,,,,,,
LOC105615470,LOC105615470,,,,,,
LOC105615417,,DISCONTINUED,,,,,
LOC105615398,,DISCONTINUED,,,,,
LOC105615388,LOC105615388,,,,,,
LOC105615370,PCDHA10,Like gene,,,,,
LOC105615329,,DISCONTINUED,,,,,
LOC105615285,,DISCONTINUED,,,,,
LOC105615264,LOC105615264,,,,,,
LOC105615220,,DISCONTINUED,,,,,
LOC105615198,,DISCONTINUED,,,,,
LOC105615183,,DISCONTINUED,,,,,
LOC105615181,RNF130,,,,,,
LOC105615065,,DISCONTINUED,,,,,
LOC105614978,,DISCONTINUED,,,,,
LOC105614945,,ubiquitin-like; various genes in human genome can code for ubiquitin,,,,,
LOC105614903,,DISCONTINUED,,,,,
LOC105614866,LOC105614866,,,,,,
LOC105614840,LOC105614840,,,,,,
LOC105614803,,DISCONTINUED,,,,,
LOC105614778,,DISCONTINUED,,,,,
LOC105614766,,DISCONTINUED,,,,,
LOC105614664,,DISCONTINUED,,,,,
LOC105614651,CRIM1,,,,,,
LOC105614569,GIMAP5,like gene,,,,,
LOC105614286,,antigen WC1.1,,,,,
LOC105614210,LOC105614210,,,,,,
LOC105614078,PSCA,,,,,,
LOC105614015,,DISCONTINUED,,,,,
LOC105613864,ABCC4,Like gene,,,,,
LOC105613848,,DISCONTINUED,,,,,
LOC105613831,LOC105613831,,,,,,
LOC105613829,ACE3,,,,,,
LOC105613571,LOC105613571,,,,,,
LOC105613532,,DISCONTINUED,,,,,
LOC105613472,LOC105613472,,,,,,
LOC105613453,,DISCONTINUED,,,,,
LOC105613448,,DISCONTINUED,,,,,
LOC105613386,IQANK1,,,,,,
LOC105613357,LOC105613357,,,,,,
LOC105613298,LOC105613298,,,,,,
LOC105613267,,DISCONTINUED,,,,,
LOC105613179,LOC105613179,,,,,,
LOC105613171,LOC105613171,,,,,,
LOC105613077,LOC105613077,,,,,,
LOC105613042,FLG,,,,,,
LOC105613037,LOC105613037,,,,,,
LOC105613004,LOC105613004,,,,,,
LOC105613001,,"killer cell lectin-like receptor subfamily I member 1	(KLRI1); mouse analog",,,,,
LOC105612943,LOC106991039,,,,,,
LOC105612924,SCX,,,,,,
LOC105612914,SQSTM1,,,,,,
LOC105612881,LOC105612881,,,,,,
LOC105612857,,DISCONTINUED,,,,,
LOC105612662,LOC105612662,,,,,,
LOC105612625,LOC105612625,,,,,,
LOC105612619,,DISCONTINUED,,,,,
LOC105612596,,DISCONTINUED,,,,,
LOC105612556,LOC105612556,,,,,,
LOC105612480,LOC105612480,,,,,,
LOC105612442,LOC105612442,,,,,,
LOC105612370,,DISCONTINUED,,,,,
LOC105612353,LOC105612353,,,,,,
LOC105612273,,DISCONTINUED,,,,,
LOC105612104,TPBG,,,,,,
LOC105612077,LOC105612077,,,,,,
LOC105612071,,DISCONTINUED,,,,,
LOC105611997,,olfactory receptor 12-like,,,,,
LOC105611988,LOC105611988,,,,,,
LOC105611980,LOC105611980,,,,,,
LOC105611919,LOC105611919,,,,,,
LOC105611875,LOC105611875,,,,,,
LOC105611873,LOC105611873,,,,,,
LOC105611834,,DISCONTINUED,,,,,
LOC105611819,,DISCONTINUED,,,,,
LOC105611616,CDRT1,,,,,,
LOC105611558,LOC105611558,,,,,,
LOC105611514,,DISCONTINUED,,,,,
LOC105611471,,DISCONTINUED,,,,,
LOC105611406,LOC105611406,,,,,,
LOC105611403,,DISCONTINUED,,,,,
LOC105611303,LOC105611303,,,,,,
LOC105611292,LOC105611292,,,,,,
LOC105611240,,DISCONTINUED,,,,,
LOC105611136,LOC105611136,,,,,,
LOC105611134,LOC105611134,,,,,,
LOC105611101,LOC105611101,,,,,,
LOC105611082,LOC105611082,,,,,,
LOC105611079,LOC105611079,,,,,,
LOC105611049,LOC105611049,,,,,,
LOC105611013,LOC105611011,,,,,,
LOC105611012,LOC105611012,,,,,,
LOC105610921,PADI4,,,,,,
LOC105610920,,DISCONTINUED,,,,,
LOC105610849,,DISCONTINUED,,,,,
LOC105610817,LOC105610817,,,,,,
LOC105610620,LOC105610620,,,,,,
LOC105610593,,DISCONTINUED,,,,,
LOC105610548,,DISCONTINUED,,,,,
LOC105610542,LOC105610542,,,,,,
LOC105610529,LOC105610529,,,,,,
LOC105610497,LOC105610497,,,,,,
LOC105610487,LOC105610487,,,,,,
LOC105610446,,FIBH (silk?); no human analog; like gene,,,,,
LOC105610328,,DISCONTINUED,,,,,
LOC105610279,LOC105610279,,,,,,
LOC105610222,LOC105610222,,,,,,
LOC105610198,LOC105610198,,,,,,
LOC105610178,LOC105610178,,,,,,
LOC105610172,LOC105610172,,,,,,
LOC105610135,,DISCONTINUED,,,,,
LOC105610077,,DISCONTINUED,,,,,
LOC105610043,LOC105610043,,,,,,
LOC105610042,,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein (MGAT4E); mouse analog",,,,,
LOC105610031,LOC105610031,,,,,,
LOC105610030,,DISCONTINUED,,,,,
LOC105609969,LOC105609969,,,,,,
LOC105609965,,DISCONTINUED,,,,,
LOC105609964,,DISCONTINUED,,,,,
LOC105609947,,DISCONTINUED,,,,,
LOC105609938,LOC105609938,,,,,,
LOC105609925,,DISCONTINUED,,,,,
LOC105609897,LOC105609897,,,,,,
LOC105609873,RPL36A,Like gene,,,,,
LOC105609847,LOC114113196,,,,,,
LOC105609844,,DISCONTINUED,,,,,
LOC105609782,,DISCONTINUED,,,,,
LOC105609780,,DISCONTINUED,,,,,
LOC105609731,LOC105609731,,,,,,
LOC105609730,HES4,,,,,,
LOC105609719,,DISCONTINUED,,,,,
LOC105609715,LOC105609715,,,,,,
LOC105609664,,DISCONTINUED,,,,,
LOC105609657,LOC105609657,,,,,,
LOC105609642,LOC105609642,,,,,,
LOC105609631,,DISCONTINUED,,,,,
LOC105609508,EIF1AX,Like gene,,,,,
LOC105609492,TRIOBP,Like gene,,,,,
LOC105609478,LOC105609478,,,,,,
LOC105609411,,DISCONTINUED,,,,,
LOC105609376,LOC105609376,,,,,,
LOC105609319,,DISCONTINUED,,,,,
LOC105609318,LOC105609318,,,,,,
LOC105609280,LOC105609280,,,,,,
LOC105609229,LOC105609229,,,,,,
LOC105609224,LOC105609224,,,,,,
LOC105609181,,DISCONTINUED,,,,,
LOC105609165,LOC105609165,,,,,,
LOC105609157,LOC105609157,,,,,,
LOC105609153,LOC105609153,,,,,,
LOC105609033,,DISCONTINUED,,,,,
LOC105609029,,DISCONTINUED,,,,,
LOC105608936,,DISCONTINUED,,,,,
LOC105608910,LOC105608910,,,,,,
LOC105608773,,DISCONTINUED,,,,,
LOC105608754,,DISCONTINUED,,,,,
LOC105608728,,DISCONTINUED,,,,,
LOC105608712,LOC105608712,,,,,,
LOC105608701,LOC105608701,,,,,,
LOC105608693,LOC105608693,,,,,,
LOC105608636,,DISCONTINUED,,,,,
LOC105608615,,antigen WC1.1,,,,,
LOC105608590,LOC105608590,,,,,,
LOC105608538,,DISCONTINUED,,,,,
LOC105608522,LOC105608522,,,,,,
LOC105608429,,DISCONTINUED,,,,,
LOC105608413,LOC105608413,,,,,,
LOC105608412,LOC105608412,,,,,,
LOC105608394,,DISCONTINUED,,,,,
LOC105608309,LOC105608309,,,,,,
LOC105608303,LOC105608303,,,,,,
LOC105608288,,DISCONTINUED,,,,,
LOC105608232,,DISCONTINUED,,,,,
LOC105608196,ABHD6,,,,,,
LOC105608151,LOC105608151,,,,,,
LOC105608129,LOC105608129,,,,,,
LOC105607964,LOC105607964,,,,,,
LOC105607931,LOC105607931,,,,,,
LOC105607869,,DISCONTINUED,,,,,
LOC105607844,,DISCONTINUED,,,,,
LOC105607842,,DISCONTINUED,,,,,
LOC105607806,LOC105607806,,,,,,
LOC105607700,,DISCONTINUED,,,,,
LOC105607676,,DISCONTINUED,,,,,
LOC105607670,,DISCONTINUED,,,,,
LOC105607634,,DISCONTINUED,,,,,
LOC105607598,LOC105607598,,,,,,
LOC105607560,LOC105607560,,,,,,
LOC105607546,LOC105607546,,,,,,
LOC105607442,LOC105607442,,,,,,
LOC105607421,LOC105607421,,,,,,
LOC105607410,LOC105607410,,,,,,
LOC105607399,LOC105607399,,,,,,
LOC105607239,LOC105607239,,,,,,
LOC105607218,,DISCONTINUED,,,,,
LOC105607185,,DISCONTINUED,,,,,
LOC105607140,LOC105607140,,,,,,
LOC105607122,LOC105607122,,,,,,
LOC105607091,LOC105607091,,,,,,
LOC105607066,LOC105607066,,,,,,
LOC105607030,LOC105607030,,,,,,
LOC105607019,LOC105607019,,,,,,
LOC105606966,,DISCONTINUED,,,,,
LOC105606921,LOC105606921,,,,,,
LOC105606898,,DISCONTINUED,,,,,
LOC105606895,,DISCONTINUED,,,,,
LOC105606818,,DISCONTINUED,,,,,
LOC105606776,,DISCONTINUED,,,,,
LOC105606740,LOC105606740,,,,,,
LOC105606662,LOC105606662,,,,,,
LOC105606568,LOC105606568,,,,,,
LOC105606509,LOC105606509,,,,,,
LOC105606508,LOC105606508,,,,,,
LOC105606498,RPS13,Pseudogene,,,,,
LOC105606473,LOC105606473,,,,,,
LOC105606456,,DISCONTINUED,,,,,
LOC105606444,LOC105606444,,,,,,
LOC105606430,LOC105606430,,,,,,
LOC105606388,LOC105606388,,,,,,
LOC105606385,TLE7,,,,,,
LOC105606371,DPEP2NB,,,,,,
LOC105606370,RIPOR1,,,,,,
LOC105606356,LOC105606356,,,,,,
LOC105606289,LOC105606289,,,,,,
LOC105606185,LOC105606185,,,,,,
LOC105606111,LOC105606111,,,,,,
LOC105606107,,DISCONTINUED,,,,,
LOC105606103,,DISCONTINUED,,,,,
LOC105606099,ARVCF,,,,,,
LOC105606067,POLRMT,,,,,,
LOC105606065,,DISCONTINUED,,,,,
LOC105606059,,DISCONTINUED,,,,,
LOC105606058,GLI3,,,,,,
LOC105606045,HSPG2,,,,,,
LOC105606044,,DISCONTINUED,,,,,
LOC105606034,CDK5RAP2,,,,,,
LOC105606029,ADCY5,,,,,,
LOC105606028,PTCH2,,,,,,
LOC105605969,KSR1,,,,,,
LOC105605965,CASKIN1,,,,,,
LOC105605957,TRAV18,Like gene,,,,,
LOC105605952,ATP2B4,,,,,,
LOC105605944,,DISCONTINUED,,,,,
LOC105605942,KSR1,,,,,,
LOC105605941,ZNF845,Like gene,,,,,
LOC105605940,LOC105605940,,,,,,
LOC105605938,,DISCONTINUED,,,,,
LOC105605916,ABCC4,Like gene,,,,,
LOC105605912,JAG2,,,,,,
LOC105605902,NINL,,,,,,
LOC105605880,IKBKE,,,,,,
LOC105605873,,CYP4F6; like gene; rat analog,,,,,
LOC105605867,,DISCONTINUED,,,,,
LOC105605863,APOL2,Like gene,,,,,
LOC105605861,ZNF415,Like gene,,,,,
LOC105605855,NINL,,,,,,
LOC105605832,SLC7A3,Like gene,,,,,
LOC105605823,CEACAM6,Like gene,,,,,
LOC105605814,APOL2,Like gene,,,,,
LOC105605807,LGALS9,Like gene,,,,,
LOC105605798,ANKRD26,Like gene,,,,,
LOC105605793,,DISCONTINUED,,,,,
LOC105605791,ZG16B,,,,,,
LOC105605780,TNFAIP2,Like gene,,,,,
LOC105605771,ADAMTSL3,,,,,,
LOC105605763,,DISCONTINUED,,,,,
LOC105605733,SLC7A1,,,,,,
LOC105605671,TBX1,,,,,,
LOC105605644,PELP1,Like gene,,,,,
LOC105605641,,DISCONTINUED,,,,,
LOC105605627,,DISCONTINUED,,,,,
LOC105605626,LOC114111478,,,,,,
LOC105605590,LOC105605590,,,,,,
LOC105605589,ATP1B4,,,,,,
LOC105605584,,DISCONTINUED,,,,,
LOC105605548,PASD1,,,,,,
LOC105605539,LOC105605539,,,,,,
LOC105605499,ITGB1BP2,,,,,,
LOC105605488,,DISCONTINUED,,,,,
LOC105605480,,DISCONTINUED,,,,,
LOC105605475,LOC105605475,,,,,,
LOC105605445,LOC105605445,,,,,,
LOC105605432,,DISCONTINUED,,,,,
LOC105605404,SZT2,,,,,,
LOC105605390,BEX3,,,,,,
LOC105605370,,DISCONTINUED,,,,,
LOC105605367,,DISCONTINUED,,,,,
LOC105605357,LOC105605357,,,,,,
LOC105605323,LOC105605322,,,,,,
LOC105605321,LOC105605321,,,,,,
LOC105605319,,DISCONTINUED,,,,,
LOC105605305,LRP1B,Like gene,,,,,
LOC105605292,LOC105605292,,,,,,
LOC105605284,,DISCONTINUED,,,,,
LOC105605266,,DISCONTINUED,,,,,
LOC105605147,OXCT2,,,,,,
LOC105605137,LOC105605137,,,,,,
LOC105605117,LOC105605117,,,,,,
LOC105605098,ANTXR1,Like gene,,,,,
LOC105605091,TOMM20,Pseudogene,,,,,
LOC105605032,LOC105605032,,,,,,
LOC105604976,LOC105604976,,,,,,
LOC105604936,LOC105604936,,,,,,
LOC105604928,,DISCONTINUED,,,,,
LOC105604921,LOC105604921,,,,,,
LOC105604914,,DISCONTINUED,,,,,
LOC105604901,LOC105604901,,,,,,
LOC105604867,LOC105604867,,,,,,
LOC105604767,LOC105604767,,,,,,
LOC105604745,LOC105604745,,,,,,
LOC105604728,LELP1,,,,,,
LOC105604721,LOC105604721,,,,,,
LOC105604705,TMEM180,,,,,,
LOC105604663,,DISCONTINUED,,,,,
LOC105604659,,apolipophorin,,,,,
